UNITID,XCSTOTLT,CSTOTLT,XCSTOTLM,CSTOTLM,XCSTOTLW,CSTOTLW,XCSAIANT,CSAIANT,XCSAIANM,CSAIANM,XCSAIANW,CSAIANW,XCSASIAT,CSASIAT,XCSASIAM,CSASIAM,XCSASIAW,CSASIAW,XCSBKAAT,CSBKAAT,XCSBKAAM,CSBKAAM,XCSBKAAW,CSBKAAW,XCSHISPT,CSHISPT,XCSHISPM,CSHISPM,XCSHISPW,CSHISPW,XCSNHPIT,CSNHPIT,XCSNHPIM,CSNHPIM,XCSNHPIW,CSNHPIW,XCSWHITT,CSWHITT,XCSWHITM,CSWHITM,XCSWHITW,CSWHITW,XCS2MORT,CS2MORT,XCS2MORM,CS2MORM,XCS2MORW,CS2MORW,XCSUNKNT,CSUNKNT,XCSUNKNM,CSUNKNM,XCSUNKNW,CSUNKNW,XCSNRALT,CSNRALT,XCSNRALM,CSNRALM,XCSNRALW,CSNRALW
124292,R,79,R,32,R,47,R,0,R,0,R,0,R,1,R,0,R,1,R,0,R,0,R,0,R,9,R,4,R,5,R,0,R,0,R,0,R,62,R,26,R,36,R,3,R,1,R,2,R,2,R,1,R,1,R,2,R,0,R,2
124487,R,34,R,18,R,16,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,11,R,6,R,5,R,5,R,3,R,2,R,0,Z,0,Z,0,R,17,R,9,R,8,R,1,Z,0,R,1,R,0,Z,0,Z,0,R,0,Z,0,Z,0
124681,R,436,R,111,R,325,R,1,Z,0,R,1,R,3,R,1,R,2,R,20,R,7,R,13,R,394,R,98,R,296,R,1,Z,0,R,1,R,10,R,3,R,7,R,5,Z,0,R,5,R,2,R,2,Z,0,R,0,Z,0,Z,0
124706,R,502,R,84,R,418,R,8,R,2,R,6,R,25,R,15,R,10,R,34,R,7,R,27,R,280,R,32,R,248,R,4,R,2,R,2,R,106,R,19,R,87,R,18,R,2,R,16,R,27,R,5,R,22,R,0,Z,0,Z,0
124779,R,4,R,1,R,3,R,0,R,0,R,0,R,0,R,0,R,0,R,4,R,1,R,3,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0
124937,R,507,R,135,R,372,R,2,R,1,R,1,R,48,R,24,R,24,R,20,R,8,R,12,R,335,R,69,R,266,R,14,R,8,R,6,R,56,R,12,R,44,R,13,R,6,R,7,R,19,R,7,R,12,R,0,R,0,R,0
125028,R,1695,R,648,R,1047,R,12,R,7,R,5,R,90,R,28,R,62,R,40,R,19,R,21,R,938,R,337,R,601,R,4,R,2,R,2,R,523,R,225,R,298,R,70,R,24,R,46,R,15,R,3,R,12,R,3,R,3,Z,0
125037,R,25,R,10,R,15,R,0,R,0,R,0,R,1,R,0,R,1,R,1,R,1,R,0,R,6,R,2,R,4,R,0,R,0,R,0,R,17,R,7,R,10,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0
125082,R,57,R,11,R,46,R,0,Z,0,Z,0,R,1,Z,0,R,1,R,11,R,5,R,6,R,27,R,5,R,22,R,0,Z,0,Z,0,R,18,R,1,R,17,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0
125091,R,918,R,326,R,592,R,3,R,2,R,1,R,33,R,15,R,18,R,76,R,27,R,49,R,446,R,167,R,279,R,0,Z,0,Z,0,R,314,R,97,R,217,R,35,R,13,R,22,R,11,R,5,R,6,R,0,Z,0,Z,0
125170,R,340,R,125,R,215,R,0,Z,0,Z,0,R,63,R,25,R,38,R,55,R,17,R,38,R,84,R,29,R,55,R,0,Z,0,Z,0,R,81,R,36,R,45,R,18,R,7,R,11,R,27,R,8,R,19,R,12,R,3,R,9
125231,R,12504,R,2314,R,10190,R,50,R,12,R,38,R,371,R,88,R,283,R,3617,R,646,R,2971,R,675,R,150,R,525,R,29,R,5,R,24,R,6010,R,1002,R,5008,R,268,R,44,R,224,R,1219,R,309,R,910,R,265,R,58,R,207
125310,R,17,R,3,R,14,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,14,R,3,R,11,R,0,Z,0,Z,0,R,3,Z,0,R,3,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0
125462,R,407,R,153,R,254,R,2,R,0,R,2,R,14,R,8,R,6,R,18,R,9,R,9,R,268,R,92,R,176,R,3,R,3,R,0,R,67,R,27,R,40,R,7,R,5,R,2,R,13,R,3,R,10,R,15,R,6,R,9
125471,R,674,R,274,R,400,R,2,Z,0,R,2,R,37,R,16,R,21,R,179,R,61,R,118,R,300,R,131,R,169,R,4,R,3,R,1,R,88,R,38,R,50,R,25,R,9,R,16,R,27,R,9,R,18,R,12,R,7,R,5
125499,R,743,R,281,R,462,R,1,Z,0,R,1,R,88,R,24,R,64,R,25,R,13,R,12,R,187,R,68,R,119,R,3,Z,0,R,3,R,376,R,150,R,226,R,29,R,11,R,18,R,23,R,8,R,15,R,11,R,7,R,4
125532,R,892,R,94,R,798,R,12,R,1,R,11,R,123,R,22,R,101,R,75,R,8,R,67,R,222,R,16,R,206,R,19,R,2,R,17,R,335,R,33,R,302,R,34,R,1,R,33,R,72,R,11,R,61,R,0,R,0,R,0
125718,R,55,R,49,R,6,R,0,R,0,R,0,R,8,R,8,R,0,R,1,R,0,R,1,R,4,R,4,R,0,R,1,R,1,R,0,R,29,R,25,R,4,R,2,R,1,R,1,R,0,R,0,R,0,R,10,R,10,R,0
125727,R,301,R,109,R,192,R,1,R,1,R,0,R,20,R,7,R,13,R,2,R,1,R,1,R,33,R,11,R,22,R,0,R,0,R,0,R,203,R,74,R,129,R,27,R,8,R,19,R,11,R,4,R,7,R,4,R,3,R,1
125763,R,528,R,248,R,280,R,3,R,2,R,1,R,44,R,14,R,30,R,26,R,16,R,10,R,222,R,86,R,136,R,2,R,1,R,1,R,192,R,105,R,87,R,24,R,16,R,8,R,2,R,2,R,0,R,13,R,6,R,7
125897,R,417,R,199,R,218,R,0,R,0,R,0,R,31,R,15,R,16,R,12,R,6,R,6,R,108,R,47,R,61,R,6,R,4,R,2,R,181,R,72,R,109,R,11,R,6,R,5,R,0,R,0,R,0,R,68,R,49,R,19
126012,R,158,R,32,R,126,R,0,R,0,R,0,R,15,R,2,R,13,R,4,R,0,R,4,R,12,R,2,R,10,R,0,R,0,R,0,R,108,R,23,R,85,R,12,R,4,R,8,R,0,R,0,R,0,R,7,R,1,R,6
126030,R,90,R,46,R,44,R,2,R,2,R,0,R,11,R,5,R,6,R,8,R,4,R,4,R,22,R,7,R,15,R,0,R,0,R,0,R,46,R,28,R,18,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,0,R,1
126049,R,241,R,123,R,118,R,7,R,4,R,3,R,31,R,13,R,18,R,35,R,20,R,15,R,51,R,21,R,30,R,3,R,2,R,1,R,110,R,61,R,49,R,0,Z,0,Z,0,R,1,R,1,Z,0,R,3,R,1,R,2
126076,R,20,R,20,R,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,20,R,20,Z,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0
126119,R,698,R,234,R,464,R,9,Z,0,R,9,R,92,R,30,R,62,R,16,R,7,R,9,R,224,R,68,R,156,R,4,R,1,R,3,R,287,R,105,R,182,R,35,R,13,R,22,R,31,R,10,R,21,R,0,Z,0,Z,0
126164,R,56,R,0,R,56,R,1,R,0,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,10,R,0,R,10,R,1,R,0,R,1,R,38,R,0,R,38,R,6,R,0,R,6,R,0,R,0,R,0,R,0,R,0,R,0
126182,R,893,R,365,R,528,R,7,R,4,R,3,R,8,R,2,R,6,R,44,R,27,R,17,R,206,R,76,R,130,R,5,R,2,R,3,R,564,R,227,R,337,R,29,R,13,R,16,R,30,R,14,R,16,R,0,R,0,R,0
126207,R,1246,R,546,R,700,R,12,R,5,R,7,R,15,R,4,R,11,R,15,R,8,R,7,R,375,R,144,R,231,R,5,R,4,R,1,R,807,R,371,R,436,R,0,R,0,R,0,R,17,R,10,R,7,R,0,R,0,R,0
126289,R,1620,R,617,R,1003,R,5,R,1,R,4,R,50,R,14,R,36,R,39,R,14,R,25,R,178,R,48,R,130,R,6,R,2,R,4,R,1197,R,471,R,726,R,48,R,12,R,36,R,77,R,47,R,30,R,20,R,8,R,12
126359,R,148,R,11,R,137,R,5,R,0,R,5,R,4,R,1,R,3,R,4,R,0,R,4,R,11,R,2,R,9,R,3,R,0,R,3,R,114,R,7,R,107,R,6,R,1,R,5,R,0,R,0,R,0,R,1,R,0,R,1
126401,R,125,R,32,R,93,R,1,R,0,R,1,R,4,R,1,R,3,R,24,R,8,R,16,R,26,R,6,R,20,R,6,R,1,R,5,R,45,R,8,R,37,R,16,R,7,R,9,R,3,R,1,R,2,R,0,R,0,R,0
126562,R,4928,R,2038,R,2890,R,16,R,5,R,11,R,329,R,144,R,185,R,160,R,76,R,84,R,516,R,194,R,322,R,6,R,1,R,5,R,2897,R,1124,R,1773,R,135,R,48,R,87,R,389,R,160,R,229,R,480,R,286,R,194
126580,R,2193,R,973,R,1220,R,10,R,5,R,5,R,75,R,33,R,42,R,63,R,28,R,35,R,255,R,111,R,144,R,4,R,2,R,2,R,1529,R,663,R,866,R,109,R,50,R,59,R,76,R,37,R,39,R,72,R,44,R,28
126605,R,187,R,175,R,12,R,3,R,2,R,1,R,1,R,1,R,0,R,14,R,14,R,0,R,1,R,1,R,0,R,4,R,3,R,1,R,109,R,104,R,5,R,12,R,11,R,1,R,43,R,39,R,4,R,0,R,0,R,0
126614,R,6940,R,3772,R,3168,R,28,R,18,R,10,R,335,R,172,R,163,R,81,R,49,R,32,R,593,R,283,R,310,R,5,R,1,R,4,R,5056,R,2753,R,2303,R,215,R,94,R,121,R,163,R,84,R,79,R,464,R,318,R,146
126669,R,864,R,299,R,565,R,5,R,2,R,3,R,9,R,3,R,6,R,57,R,25,R,32,R,83,R,23,R,60,R,3,R,1,R,2,R,635,R,221,R,414,R,28,R,7,R,21,R,40,R,14,R,26,R,4,R,3,R,1
126678,R,546,R,242,R,304,R,0,R,0,R,0,R,28,R,10,R,18,R,11,R,1,R,10,R,45,R,11,R,34,R,0,R,0,R,0,R,373,R,177,R,196,R,42,R,23,R,19,R,15,R,4,R,11,R,32,R,16,R,16
126687,R,431,R,65,R,366,R,1,R,0,R,1,R,20,R,5,R,15,R,63,R,9,R,54,R,155,R,15,R,140,R,2,R,0,R,2,R,159,R,26,R,133,R,10,R,3,R,7,R,21,R,7,R,14,R,0,R,0,Z,0
126702,R,260,R,125,R,135,R,5,R,2,R,3,R,5,R,4,R,1,R,19,R,12,R,7,R,44,R,21,R,23,R,1,R,1,R,0,R,162,R,75,R,87,R,8,R,3,R,5,R,12,R,5,R,7,R,4,R,2,R,2
126711,R,1121,R,504,R,617,R,7,R,3,R,4,R,9,R,3,R,6,R,5,R,2,R,3,R,214,R,70,R,144,R,2,R,0,R,2,R,745,R,363,R,382,R,18,R,9,R,9,R,120,R,53,R,67,R,1,R,1,R,0
126748,R,235,R,80,R,155,R,3,R,2,R,1,R,0,R,0,R,0,R,1,R,0,R,1,R,26,R,7,R,19,R,0,R,0,R,0,R,183,R,66,R,117,R,8,R,2,R,6,R,14,R,3,R,11,R,0,R,0,R,0
126775,R,1441,R,1039,R,402,R,4,R,4,R,0,R,54,R,40,R,14,R,13,R,11,R,2,R,91,R,74,R,17,R,1,R,1,R,0,R,1023,R,723,R,300,R,62,R,43,R,19,R,28,R,25,R,3,R,165,R,118,R,47
126784,R,126,R,125,R,1,R,1,R,1,R,0,R,1,R,1,R,0,R,1,R,1,R,0,R,1,R,1,R,0,R,1,R,1,R,0,R,50,R,50,R,0,R,0,R,0,R,0,R,71,R,70,R,1,R,0,R,0,R,0
126818,R,6972,R,3215,R,3757,R,27,R,10,R,17,R,146,R,60,R,86,R,126,R,66,R,60,R,585,R,252,R,333,R,8,R,5,R,3,R,5061,R,2315,R,2746,R,198,R,81,R,117,R,319,R,149,R,170,R,502,R,277,R,225
126827,R,5484,R,2277,R,3207,R,64,R,22,R,42,R,129,R,80,R,49,R,1674,R,573,R,1101,R,450,R,209,R,241,R,35,R,16,R,19,R,2497,R,1061,R,1436,R,239,R,92,R,147,R,395,R,224,R,171,R,1,R,0,R,1
126863,R,975,R,463,R,512,R,6,R,1,R,5,R,42,R,23,R,19,R,150,R,66,R,84,R,177,R,70,R,107,R,1,R,0,R,1,R,478,R,252,R,226,R,44,R,17,R,27,R,39,R,18,R,21,R,38,R,16,R,22
126872,R,133,R,25,R,108,R,0,Z,0,Z,0,R,3,Z,0,R,3,R,17,R,4,R,13,R,42,R,8,R,34,R,3,Z,0,R,3,R,42,R,7,R,35,R,14,R,3,R,11,R,12,R,3,R,9,R,0,Z,0,Z,0
126915,R,118,R,44,R,74,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,23,R,8,R,15,R,2,R,2,Z,0,R,92,R,34,R,58,R,0,Z,0,Z,0,R,1,Z,0,R,1,R,0,Z,0,Z,0
126942,R,1169,R,402,R,767,R,13,R,6,R,7,R,65,R,19,R,46,R,111,R,23,R,88,R,274,R,76,R,198,R,4,R,4,R,0,R,509,R,191,R,318,R,49,R,15,R,34,R,49,R,13,R,36,R,95,R,55,R,40
126951,R,569,R,547,R,22,R,15,R,15,R,0,R,7,R,6,R,1,R,13,R,13,R,0,R,152,R,150,R,2,R,2,R,2,R,0,R,214,R,202,R,12,R,24,R,24,R,0,R,142,R,135,R,7,R,0,R,0,R,0
126979,R,241,R,137,R,104,R,1,R,0,R,1,R,6,R,5,R,1,R,15,R,6,R,9,R,10,R,7,R,3,R,0,R,0,R,0,R,197,R,113,R,84,R,0,R,0,R,0,R,7,R,4,R,3,R,5,R,2,R,3
127060,R,3656,R,1555,R,2101,R,22,R,6,R,16,R,106,R,41,R,65,R,117,R,47,R,70,R,316,R,128,R,188,R,4,R,1,R,3,R,2462,R,1040,R,1422,R,96,R,39,R,57,R,102,R,43,R,59,R,431,R,210,R,221
127158,R,1370,R,600,R,770,R,23,R,13,R,10,R,28,R,9,R,19,R,136,R,45,R,91,R,466,R,149,R,317,R,8,R,5,R,3,R,541,R,319,R,222,R,54,R,31,R,23,R,88,R,22,R,66,R,26,R,7,R,19
127185,R,765,R,339,R,426,R,142,R,43,R,99,R,8,R,6,R,2,R,5,R,5,R,0,R,76,R,29,R,47,R,1,R,1,R,0,R,460,R,219,R,241,R,40,R,13,R,27,R,22,R,15,R,7,R,11,R,8,R,3
127200,R,3642,R,1545,R,2097,R,28,R,10,R,18,R,106,R,36,R,70,R,36,R,18,R,18,R,448,R,162,R,286,R,8,R,2,R,6,R,2723,R,1178,R,1545,R,127,R,65,R,62,R,129,R,61,R,68,R,37,R,13,R,24
127219,R,12,R,1,R,11,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,8,Z,0,R,8,R,0,Z,0,Z,0,R,4,R,1,R,3,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0
127228,R,82,R,5,R,77,R,1,R,0,R,1,R,2,R,0,R,2,R,2,R,0,R,2,R,14,R,1,R,13,R,1,R,0,R,1,R,56,R,4,R,52,R,6,R,0,R,6,R,0,R,0,R,0,R,0,R,0,R,0
127273,R,84,R,29,R,55,R,0,R,0,R,0,R,1,R,0,R,1,R,6,R,0,R,6,R,3,R,1,R,2,R,0,R,0,R,0,R,72,R,27,R,45,R,0,R,0,R,0,R,1,R,0,R,1,R,1,R,1,R,0
127316,R,117,R,14,R,103,R,2,Z,0,R,2,R,5,R,1,R,4,R,27,R,7,R,20,R,17,R,3,R,14,R,1,Z,0,R,1,R,65,R,3,R,62,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0
127389,R,196,R,70,R,126,R,0,R,0,R,0,R,0,R,0,R,0,R,3,R,1,R,2,R,50,R,17,R,33,R,0,R,0,R,0,R,130,R,45,R,85,R,4,R,3,R,1,R,0,R,0,R,0,R,9,R,4,R,5
127556,R,1647,R,693,R,954,R,17,R,8,R,9,R,25,R,12,R,13,R,17,R,9,R,8,R,219,R,105,R,114,R,10,R,4,R,6,R,1247,R,508,R,739,R,47,R,19,R,28,R,58,R,23,R,35,R,7,R,5,R,2
127565,R,3428,R,1427,R,2001,R,18,R,9,R,9,R,121,R,52,R,69,R,164,R,80,R,84,R,608,R,222,R,386,R,6,R,3,R,3,R,2276,R,955,R,1321,R,104,R,44,R,60,R,110,R,51,R,59,R,21,R,11,R,10
127617,R,369,R,102,R,267,R,4,R,1,R,3,R,0,R,0,R,0,R,8,R,2,R,6,R,75,R,20,R,55,R,0,R,0,R,0,R,244,R,64,R,180,R,11,R,6,R,5,R,24,R,9,R,15,R,3,R,0,R,3
127653,R,276,R,68,R,208,R,2,R,0,R,2,R,1,Z,0,R,1,R,3,R,1,R,2,R,24,R,7,R,17,R,0,Z,0,Z,0,R,198,R,48,R,150,R,17,R,1,R,16,R,20,R,10,R,10,R,11,R,1,R,10
127680,R,43,R,18,R,25,R,0,Z,0,Z,0,R,1,Z,0,R,1,R,11,R,6,R,5,R,5,R,1,R,4,R,0,Z,0,Z,0,R,22,R,9,R,13,R,3,R,1,R,2,R,1,R,1,Z,0,R,0,Z,0,Z,0
127714,R,102,R,60,R,42,R,1,R,0,R,1,R,1,R,0,R,1,R,5,R,2,R,3,R,7,R,3,R,4,R,1,R,0,R,1,R,84,R,54,R,30,R,3,R,1,R,2,R,0,R,0,R,0,R,0,R,0,R,0
127732,R,408,R,210,R,198,R,4,R,3,R,1,R,2,R,0,R,2,R,10,R,8,R,2,R,51,R,24,R,27,R,0,R,0,R,0,R,302,R,159,R,143,R,12,R,6,R,6,R,24,R,8,R,16,R,3,R,2,R,1
127741,R,2682,R,834,R,1848,R,9,R,4,R,5,R,31,R,10,R,21,R,68,R,33,R,35,R,337,R,109,R,228,R,4,R,2,R,2,R,1713,R,494,R,1219,R,62,R,25,R,37,R,384,R,119,R,265,R,74,R,38,R,36
127778,R,410,R,155,R,255,R,5,R,2,R,3,R,4,R,2,R,2,R,8,R,5,R,3,R,97,R,37,R,60,R,1,R,0,R,1,R,241,R,85,R,156,R,22,R,12,R,10,R,19,R,10,R,9,R,13,R,2,R,11
127787,R,167,R,23,R,144,R,5,R,1,R,4,R,6,R,2,R,4,R,13,R,2,R,11,R,52,R,7,R,45,R,0,R,0,R,0,R,50,R,5,R,45,R,12,R,3,R,9,R,29,R,3,R,26,R,0,R,0,R,0
127820,R,2143,R,821,R,1322,R,16,R,5,R,11,R,52,R,19,R,33,R,124,R,50,R,74,R,272,R,87,R,185,R,13,R,4,R,9,R,1430,R,577,R,853,R,109,R,34,R,75,R,113,R,43,R,70,R,14,R,2,R,12
127839,R,144,R,24,R,120,R,0,Z,0,Z,0,R,1,Z,0,R,1,R,16,R,7,R,9,R,17,R,2,R,15,R,1,Z,0,R,1,R,109,R,15,R,94,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0
127884,R,1774,R,1026,R,748,R,49,R,31,R,18,R,14,R,5,R,9,R,124,R,96,R,28,R,511,R,282,R,229,R,2,R,1,R,1,R,994,R,561,R,433,R,39,R,14,R,25,R,32,R,28,R,4,R,9,R,8,R,1
127909,R,2363,R,1217,R,1146,R,15,R,6,R,9,R,65,R,27,R,38,R,30,R,14,R,16,R,278,R,117,R,161,R,2,R,1,R,1,R,1751,R,935,R,816,R,88,R,44,R,44,R,109,R,61,R,48,R,25,R,12,R,13
127918,R,2748,R,907,R,1841,R,18,R,8,R,10,R,135,R,51,R,84,R,124,R,49,R,75,R,366,R,107,R,259,R,10,R,4,R,6,R,1809,R,584,R,1225,R,64,R,19,R,45,R,185,R,65,R,120,R,37,R,20,R,17
127945,R,132,R,45,R,87,R,1,R,0,R,1,R,6,R,1,R,5,R,4,R,0,R,4,R,15,R,7,R,8,R,0,R,0,R,0,R,82,R,28,R,54,R,0,R,0,R,0,R,23,R,8,R,15,R,1,R,1,R,0
127954,R,67,R,3,R,64,R,0,R,0,R,0,R,3,R,0,R,3,R,0,R,0,R,0,R,7,R,1,R,6,R,0,R,0,R,0,R,57,R,2,R,55,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0
128106,R,856,R,355,R,501,R,9,R,4,R,5,R,9,R,2,R,7,R,51,R,19,R,32,R,274,R,119,R,155,R,0,R,0,R,0,R,418,R,162,R,256,R,24,R,10,R,14,R,35,R,19,R,16,R,36,R,20,R,16
128151,R,962,R,490,R,472,R,6,R,3,R,3,R,45,R,29,R,16,R,136,R,67,R,69,R,416,R,192,R,224,R,2,R,2,R,0,R,293,R,178,R,115,R,13,R,7,R,6,R,0,R,0,R,0,R,51,R,12,R,39
128179,R,340,R,274,R,66,R,0,R,0,R,0,R,5,R,5,R,0,R,49,R,40,R,9,R,50,R,41,R,9,R,0,R,0,R,0,R,223,R,176,R,47,R,0,R,0,R,0,R,13,R,12,R,1,R,0,R,0,R,0
128188,R,309,R,75,R,234,R,5,R,0,R,5,R,2,R,0,R,2,R,7,R,1,R,6,R,112,R,24,R,88,R,0,R,0,R,0,R,174,R,47,R,127,R,0,R,0,R,0,R,9,R,3,R,6,R,0,R,0,R,0
128258,R,452,R,229,R,223,R,8,R,3,R,5,R,1,R,1,R,0,R,6,R,4,R,2,R,166,R,58,R,108,R,1,R,1,R,0,R,242,R,145,R,97,R,8,R,6,R,2,R,16,R,9,R,7,R,4,R,2,R,2
128328,R,825,R,636,R,189,R,5,R,3,R,2,R,37,R,30,R,7,R,37,R,26,R,11,R,66,R,46,R,20,R,3,R,3,R,0,R,589,R,453,R,136,R,58,R,48,R,10,R,13,R,10,R,3,R,17,R,17,R,0
128337,R,31,R,1,R,30,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,14,R,1,R,13,R,0,R,0,R,0,R,15,R,0,R,15,R,1,R,0,R,1,R,1,R,0,R,1,R,0,R,0,R,0
128391,R,419,R,244,R,175,R,0,R,0,R,0,R,6,R,2,R,4,R,9,R,8,R,1,R,27,R,14,R,13,R,1,R,0,R,1,R,304,R,180,R,124,R,10,R,5,R,5,R,61,R,34,R,27,R,1,R,1,R,0
128498,R,480,R,140,R,340,R,5,R,2,R,3,R,4,R,2,R,2,R,151,R,33,R,118,R,62,R,18,R,44,R,1,R,1,Z,0,R,204,R,68,R,136,R,10,R,3,R,7,R,41,R,13,R,28,R,2,R,0,R,2
128540,R,77,R,3,R,74,R,0,Z,0,Z,0,R,3,Z,0,R,3,R,4,Z,0,R,4,R,10,R,1,R,9,R,1,Z,0,R,1,R,50,R,1,R,49,R,2,Z,0,R,2,R,7,R,1,R,6,R,0,Z,0,Z,0
128577,R,308,R,178,R,130,R,1,R,0,R,1,R,17,R,12,R,5,R,23,R,11,R,12,R,33,R,22,R,11,R,0,R,0,R,0,R,215,R,119,R,96,R,6,R,3,R,3,R,13,R,11,R,2,R,0,R,0,R,0
128586,R,13,R,13,R,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,13,R,13,Z,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0
128674,R,222,R,60,R,162,R,1,Z,0,R,1,R,3,R,2,R,1,R,71,R,17,R,54,R,52,R,12,R,40,R,0,Z,0,Z,0,R,81,R,27,R,54,R,5,R,1,R,4,R,9,R,1,R,8,R,0,Z,0,Z,0
128683,R,202,R,37,R,165,R,1,R,1,Z,0,R,4,R,1,R,3,R,26,R,4,R,22,R,20,R,4,R,16,R,0,Z,0,Z,0,R,126,R,21,R,105,R,11,R,3,R,8,R,14,R,3,R,11,R,0,Z,0,Z,0
128726,R,85,R,17,R,68,R,0,Z,0,Z,0,R,2,Z,0,R,2,R,14,R,4,R,10,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,69,R,13,R,56,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0
128744,R,1624,R,714,R,910,R,2,R,0,R,2,R,44,R,21,R,23,R,259,R,71,R,188,R,131,R,40,R,91,R,2,R,1,R,1,R,529,R,151,R,378,R,26,R,9,R,17,R,0,R,0,R,0,R,631,R,421,R,210
128771,R,2591,R,1143,R,1448,R,5,R,2,R,3,R,100,R,51,R,49,R,224,R,88,R,136,R,242,R,102,R,140,R,2,R,1,R,1,R,1845,R,839,R,1006,R,36,R,16,R,20,R,50,R,22,R,28,R,87,R,22,R,65
128780,R,664,R,218,R,446,R,3,R,2,R,1,R,8,R,2,R,6,R,92,R,24,R,68,R,74,R,22,R,52,R,0,R,0,R,0,R,422,R,146,R,276,R,18,R,6,R,12,R,39,R,14,R,25,R,8,R,2,R,6
128896,R,172,R,39,R,133,R,1,Z,0,R,1,R,5,R,1,R,4,R,18,R,5,R,13,R,17,R,3,R,14,R,0,Z,0,Z,0,R,115,R,26,R,89,R,7,R,3,R,4,R,9,R,1,R,8,R,0,Z,0,Z,0
128902,R,433,R,166,R,267,R,0,Z,0,Z,0,R,19,R,5,R,14,R,12,R,8,R,4,R,41,R,19,R,22,R,0,Z,0,Z,0,R,312,R,111,R,201,R,6,R,2,R,4,R,25,R,13,R,12,R,18,R,8,R,10
129002,R,190,R,103,R,87,R,2,R,1,R,1,R,2,Z,0,R,2,R,26,R,14,R,12,R,46,R,21,R,25,R,0,Z,0,Z,0,R,97,R,57,R,40,R,16,R,10,R,6,R,1,Z,0,R,1,R,0,Z,0,Z,0
129020,R,7818,R,3672,R,4146,R,12,R,4,R,8,R,576,R,270,R,306,R,424,R,167,R,257,R,556,R,253,R,303,R,3,R,0,R,3,R,4606,R,2158,R,2448,R,147,R,50,R,97,R,647,R,317,R,330,R,847,R,453,R,394
129154,R,760,R,140,R,620,R,4,R,1,R,3,R,21,R,6,R,15,R,138,R,25,R,113,R,112,R,21,R,91,R,0,R,0,R,0,R,468,R,82,R,386,R,11,R,2,R,9,R,1,R,1,R,0,R,5,R,2,R,3
129181,R,489,R,463,R,26,R,1,R,1,R,0,R,5,R,5,R,0,R,41,R,38,R,3,R,70,R,66,R,4,R,0,R,0,R,0,R,322,R,304,R,18,R,33,R,33,R,0,R,17,R,16,R,1,R,0,R,0,R,0
129215,R,1125,R,508,R,617,R,2,R,2,R,0,R,17,R,8,R,9,R,55,R,20,R,35,R,79,R,32,R,47,R,1,R,1,R,0,R,830,R,384,R,446,R,32,R,12,R,20,R,96,R,41,R,55,R,13,R,8,R,5
129242,R,1464,R,592,R,872,R,2,R,1,R,1,R,35,R,12,R,23,R,36,R,15,R,21,R,93,R,28,R,65,R,0,Z,0,Z,0,R,946,R,351,R,595,R,18,R,9,R,9,R,155,R,52,R,103,R,179,R,124,R,55
129349,R,95,R,3,R,92,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,11,Z,0,R,11,R,13,Z,0,R,13,R,0,Z,0,Z,0,R,57,R,3,R,54,R,3,Z,0,R,3,R,11,Z,0,R,11,R,0,Z,0,Z,0
129367,R,462,R,136,R,326,R,0,R,0,R,0,R,20,R,5,R,15,R,139,R,28,R,111,R,107,R,24,R,83,R,0,R,0,R,0,R,149,R,61,R,88,R,2,R,1,R,1,R,45,R,17,R,28,R,0,R,0,R,0
129428,R,89,R,65,R,24,R,0,R,0,R,0,R,8,R,7,R,1,R,0,R,0,R,0,R,2,R,2,R,0,R,0,R,0,R,0,R,72,R,50,R,22,R,0,R,0,R,0,R,5,R,4,R,1,R,2,R,2,R,0
